"householdID","dietary_spec","dist_park","email_sub","est_inc","hhold_size","leisure_perc","oldest","passholder","previous_attend","social_media_scale","youngest"
3409,"None",28.2,"Yes",97896.3437955277,4,0.22,78,0,2,0.39,16
3410,"None",72,"No",34494.0831610922,2,0.07,55,1,1,0.92,30
3411,"None",22.4,"No",52086.6388437491,2,0.04,56,0,0,0.68,6
3412,"None",41.4,"Yes",33624.1924838072,4,0.22,62,1,3,0.64,26
3413,"None",9.2,"No",72142.3832840113,2,0.05,47,0,1,0.37,27
3414,"None",3.2,"No",83877.9055745703,2,0.06,66,0,2,0.43,4
3415,"None",30.9,"No",64069.0141439986,1,0.11,33,0,2,0.51,33
3416,"None",45.5,"No",64919.1883527335,2,0.03,71,1,1,0.22,47
3417,"None",3.7,"No",80410.2362389184,2,0.09,69,0,1,0.11,15
3418,"None",16.8,"Yes",98384.8887983859,3,0.21,79,1,3,0.59,9
3419,"None",30.9,"No",103861.578688605,2,0.09,39,0,1,0.48,20
3420,"None",14.9,"No",60137.3074687591,2,0.02,46,0,3,0.14,1
3421,"None",3.2,"No",87097.2845188504,2,0.05,59,1,1,0.2,50
3422,"None",22.8,"No",71407.506996291,1,0.15,42,0,1,0.75,42
3423,"None",6.7,"No",58319.6103267024,1,0.15,33,0,2,0.36,33
3424,"None",6.3,"No",65248.1903675896,1,0.16,87,1,1,0.89,87
3425,"None",18.7,"No",57611.4934846677,2,0.02,31,0,2,0.6,4
3426,"None",1.4,"Yes",69355.2019953055,3,0.18,68,0,1,0.74,35
3427,"None",33.5,"Yes",59775.0651312952,3,0.19,67,1,0,0.28,23
3428,"Gluten-Free",12,"Yes",71066.9783613788,6,0.27,44,0,1,0.93,28
3429,"Vegetarian",1.6,"Yes",57099.7805774934,4,0.25,51,1,3,0.56,46
3430,"None",8.6,"Yes",72248.861524808,3,0.2,52,1,1,0.38,23
3431,"Vegetarian",11.5,"Yes",79669.0250860044,5,0.25,26,1,1,0.38,21
3432,"Peanut Allergy",90.8,"Yes",85023.2148979844,4,0.24,48,0,1,0.9,30
3433,"None",0.3,"No",25847.6637207487,1,0.14,28,1,4,0.5,28
3434,"None",3.6,"No",48702.7178049397,2,0.09,29,0,1,0.49,17
3435,"None",1.7,"Yes",100179.310897436,3,0.17,69,1,2,0.48,26
3436,"None",20,"No",96063.6088984093,1,0.16,66,0,0,0.21,66
3437,"Peanut Allergy",56.4,"Yes",106662.630131218,4,0.23,81,1,4,0.2,38
3438,"None",17.2,"No",67861.4579724077,2,0.04,82,1,4,0.41,6
3439,"None",60.7,"Yes",109802.970606882,3,0.18,60,1,3,0.23,38
3440,"None",11.8,"No",76792.2200139761,2,0.07,90,0,2,0.9,5
3441,"None",19.4,"Yes",86777.5358597091,3,0.2,54,0,4,0.38,45
3442,"No Dairy",10.3,"Yes",48418.7602199073,5,0.26,59,1,0,0.04,30
3443,"None",17.7,"No",71706.9816384268,1,0.1,39,0,2,0.77,39
3444,"None",1.1,"Yes",69292.4493114455,3,0.21,78,0,1,0.17,10
3445,"None",3.6,"No",110101.112103457,2,0.08,77,1,2,0.67,6
3446,"Vegetarian",7.3,"Yes",106155.276746342,4,0.25,32,1,2,0.77,27
3447,"None",6.7,"No",53834.5608230657,2,0.08,48,0,1,0.58,43
3448,"None",35.9,"No",78166.3452038723,2,0.05,92,1,0,0.05,28
3449,"None",3,"No",90377.8274140146,2,0.08,54,0,0,0.95,11
3450,"None",28.4,"No",90393.6535897401,1,0.11,80,1,0,0.41,80
3451,"None",9.6,"No",85338.3760339057,1,0.14,73,1,1,0.22,73
3452,"None",45.1,"No",77260.8465970421,3,0.17,47,1,3,0.76,2
3453,"None",17.9,"No",51788.5040011368,1,0.14,38,0,2,0.26,38
3454,"Gluten-Free",66.8,"Yes",79284.3999205179,6,0.27,80,1,1,0.04,6
3455,"None",10.4,"No",111145.713874065,1,0.14,54,0,2,0.85,54
3456,"Peanut Allergy",5,"Yes",81034.6327420823,4,0.23,58,0,0,0.54,50
3457,"None",24.3,"No",66822.6649247475,1,0.15,76,0,0,0.76,76
3458,"None",5.4,"Yes",76327.9090240001,3,0.19,37,0,2,0.49,33
3459,"None",19.4,"No",72405.8724379043,1,0.12,71,0,3,0.18,71
3460,"Vegetarian",5.2,"Yes",66136.4986144931,4,0.25,78,1,4,0.22,51
3461,"No Dairy",7.8,"Yes",89230.2562724547,5,0.26,88,0,4,0.23,0
3462,"None",3.3,"Yes",94186.7864956822,3,0.18,57,0,2,0.76,8
3463,"None",4.9,"No",58237.6244100243,1,0.14,56,1,2,0.54,56
3464,"Peanut Allergy",67.3,"Yes",78109.2642663374,4,0.23,76,0,3,0.25,14
3465,"Peanut Allergy",19.9,"Yes",53896.3908577037,4,0.24,74,0,0,0.11,23
3466,"None",1.6,"Yes",77328.6901832288,3,0.19,75,0,2,0.25,0
3467,"None",32.1,"Yes",143727.042699546,3,0.19,61,0,1,0.81,46
3468,"None",11,"No",104215.143813923,1,0.12,55,0,2,0.7,55
3469,"None",33.9,"No",64925.4655389512,3,0.17,34,0,4,0.08,29
3470,"None",14.7,"No",30319.9987521654,1,0.16,92,1,4,0.54,92
3471,"None",22,"Yes",82612.5579687215,3,0.2,30,0,2,0.22,14
3472,"None",2.3,"Yes",61276.2263990187,3,0.2,86,1,2,0.63,14
3473,"None",21.1,"No",89657.3653419338,2,0.05,70,0,4,0.14,2
3474,"None",7.1,"No",67952.4451174588,2,0.03,76,0,0,0.18,1
3475,"Seafood Allergy",18.1,"Yes",116111.334733274,7,0.28,29,0,4,0.2,21
3476,"None",7.6,"No",75375.8170927101,1,0.1,75,0,2,0.81,75
3477,"None",14.8,"No",56598.1203097799,1,0.14,35,0,2,0.03,35
3478,"None",2,"No",74546.2663797259,1,0.16,48,0,3,0.65,48
3479,"None",16.7,"No",82444.8779527689,1,0.15,78,0,2,0.04,78
3480,"None",2.4,"No",88214.8816782808,2,0.04,79,1,1,0.94,47
3481,"None",15.7,"No",74324.4434783317,2,0.06,75,0,3,0.06,16
3482,"None",12.4,"No",79724.0019376533,3,0.17,48,1,3,0.28,20
3483,"None",29.7,"No",82170.5774053409,1,0.16,75,0,1,0.89,75
3484,"None",34.5,"Yes",84508.9647170209,4,0.22,92,0,0,0.41,14
3485,"None",10.3,"Yes",84437.7988712519,3,0.2,47,0,2,0.56,15
3486,"None",21.9,"No",80232.9768412855,2,0.08,74,1,3,0.16,2
3487,"None",1.8,"No",135840.255483059,1,0.16,88,0,1,0.21,88
3488,"None",6.2,"No",77971.5026091114,1,0.13,26,0,6,0.37,26
3489,"None",18.7,"No",50130.9882670498,2,0.09,61,0,0,0.61,8
3490,"None",12.8,"No",57402.3488236821,1,0.12,50,1,2,0.53,50
3491,"None",2.4,"No",65599.4215488986,1,0.16,61,0,6,0.65,61
3492,"None",14.1,"No",86622.4258791518,2,0.08,91,0,1,0.03,38
3493,"None",28.6,"Yes",77402.2494803493,3,0.19,48,0,1,0.7,23
3494,"Seafood Allergy",0.1,"Yes",66549.5112305411,7,0.28,37,0,0,0.52,32
3495,"Vegetarian",44.4,"Yes",94165.5337412757,4,0.25,30,1,0,0.59,4
3496,"None",3.2,"No",121382.099670527,2,0.04,55,1,2,0.86,32
3497,"None",11.8,"No",65437.4523640147,1,0.13,76,1,4,0.9,76
3498,"None",9.5,"No",83166.4341108894,2,0.05,59,0,1,0.21,31
3499,"Gluten-Free",27.8,"Yes",87878.4408857566,6,0.27,52,1,3,0.59,12
3500,"None",7.1,"No",131966.916458886,2,0.03,34,1,4,0.21,29
3501,"None",4.3,"No",100952.003834914,2,0.04,34,0,5,0.19,32
3502,"None",17.4,"No",87337.4195154631,2,0.1,74,1,3,0.48,5
3503,"None",4.7,"No",39238.2243742295,1,0.13,61,0,1,0.38,61
3504,"Peanut Allergy",68,"Yes",78250.16337295,4,0.24,43,1,4,0.41,42
3505,"Peanut Allergy",28.3,"Yes",56132.0952701621,4,0.23,35,1,1,0.41,11
3506,"Peanut Allergy",6.7,"Yes",76519.4607897852,4,0.23,35,0,4,0.98,5
3507,"None",49.9,"Yes",94773.7155565136,3,0.2,69,0,2,0.26,5
3508,"None",2.5,"Yes",83178.0401137192,3,0.18,50,0,0,0.84,31
3509,"None",30.1,"Yes",62173.6935333773,3,0.18,58,0,3,0.7,6
3510,"None",7.5,"Yes",71890.4385792608,3,0.18,69,1,0,0.72,46
3511,"None",67,"No",82530.6798536889,2,0.09,51,1,4,0.62,18
3512,"Peanut Allergy",8.5,"Yes",71483.4502975558,4,0.23,48,0,4,0.79,35
3513,"None",2.7,"No",80670.8890104882,2,0.05,52,1,0,0.49,16
3514,"None",2.1,"Yes",78316.5805332462,4,0.22,83,0,4,0.24,13
3515,"Seafood Allergy",32.9,"Yes",83712.6776476497,7,0.28,61,0,1,0.88,20
3516,"None",9.6,"No",63742.3873057057,1,0.13,70,0,1,0.76,70
3517,"None",30.4,"No",68419.1300320693,1,0.14,49,1,3,0.28,49
3518,"None",19.7,"No",45640.9796804736,2,0.02,30,0,3,0.69,1
3519,"None",14.8,"No",72170.524416285,1,0.14,44,1,3,0.5,44
3520,"None",0.5,"No",48367.2133730621,1,0.16,86,0,2,0.25,86
3521,"None",2.9,"No",88746.5991068206,1,0.14,80,1,3,0.13,80
3522,"None",19.9,"No",100324.900553467,2,0.08,87,0,2,0.12,25
3523,"None",16.5,"No",71694.319767045,2,0.06,64,1,2,0.78,2
3524,"None",10.8,"Yes",50994.4089560725,3,0.2,74,1,2,0.83,11
3525,"None",82.8,"No",78421.1021119051,2,0.04,46,0,1,0.19,15
3526,"No Dairy",9.7,"Yes",58909.2955238217,5,0.26,77,0,2,0.16,6
3527,"None",20.2,"No",65753.073144258,2,0.09,80,0,1,0.03,54
3528,"None",13.7,"No",88930.6478321041,3,0.17,73,0,1,0.61,11
3529,"None",14.5,"No",62821.0174317306,2,0.04,47,0,3,0.88,16
3530,"None",18,"No",85095.6819974948,2,0.08,34,0,3,0.96,1
3531,"None",35.9,"Yes",75888.8490824295,3,0.18,73,1,1,0.55,41
3532,"None",46.4,"Yes",58355.989928518,4,0.22,62,1,0,0.96,20
3533,"None",2.5,"No",92686.6030687909,1,0.13,42,0,2,0.91,42
3534,"None",28.4,"Yes",78619.7710261151,3,0.19,52,0,3,0.88,28
3535,"None",44.4,"No",90671.2865801999,1,0.12,91,1,2,0.51,91
3536,"None",11.8,"No",71295.7931025987,1,0.15,53,1,4,0.15,53
3537,"Peanut Allergy",4.3,"Yes",50596.0178766099,4,0.24,67,0,5,0.6,12
3538,"None",17.6,"No",96898.0663941792,1,0.14,57,0,1,0.72,57
3539,"None",10.3,"No",68349.434224929,2,0.05,34,1,1,0.97,1
3540,"Vegetarian",23.3,"Yes",86821.577270509,4,0.25,61,0,2,0.72,8
3541,"None",20.1,"No",65702.3262854273,2,0.05,75,1,5,0.52,15
3542,"None",3.6,"Yes",94802.5615473436,3,0.19,78,0,5,0.16,11
3543,"None",3.8,"Yes",76546.3987351928,3,0.19,85,1,2,0.73,12
3544,"None",1.9,"Yes",65554.68757779,3,0.2,56,0,2,0.93,1
3545,"None",42.1,"No",73977.5314858027,2,0.03,54,1,1,0.55,26
3546,"Peanut Allergy",16,"Yes",100853.362986862,4,0.24,59,0,0,0.62,52
3547,"None",15,"Yes",92760.2299751411,3,0.18,85,0,2,0.9,53
3548,"Peanut Allergy",11.3,"Yes",99783.7018433346,4,0.24,92,0,2,0.51,10
3549,"None",5.6,"No",91451.9086234121,2,0.1,80,0,0,0.24,19
3550,"None",46.5,"No",78473.4629265508,2,0.08,93,0,4,0.41,6
3551,"None",43.2,"No",83617.4556969335,1,0.1,90,0,2,0.7,90
3552,"Vegetarian",12.9,"Yes",87690.6990605624,4,0.25,60,1,3,0.56,9
3553,"None",42.3,"No",96124.9949202249,2,0.09,37,1,1,0.21,2
3554,"Vegetarian",1.8,"Yes",81318.9916233296,5,0.25,91,1,1,0.34,10
3555,"None",16.6,"No",64971.3067669333,1,0.15,46,0,4,0.96,46
3556,"None",5.7,"No",116496.250954167,2,0.04,51,0,1,0.44,42
3557,"Vegetarian",21.2,"Yes",113139.582665042,4,0.25,66,0,2,0.83,18
3558,"None",8.7,"No",105262.895391175,1,0.16,26,0,3,0.31,26
3559,"None",16.8,"No",88603.1153579832,1,0.14,71,1,4,0.69,71
3560,"None",4.1,"No",77285.3932916023,2,0.05,39,0,1,0.85,8
3561,"None",69.5,"No",87561.0773689478,2,0.09,33,0,3,0.52,8
3562,"None",12.1,"Yes",114166.742243381,3,0.21,55,0,2,0.41,5
3563,"None",0.6,"Yes",89564.3364813298,3,0.21,82,1,0,0.25,12
3564,"None",0.1,"No",23615.6122182685,1,0.11,93,1,1,0.47,93
3565,"None",34.6,"No",47050.8999986404,2,0.09,64,1,2,0.87,41
3566,"None",19.1,"No",58078.2578257561,2,0.09,27,1,2,0.64,22
3567,"None",8.6,"No",62289.5703107548,2,0.06,43,0,1,0.47,31
3568,"None",56.1,"No",92109.228652345,3,0.17,84,0,2,0.15,10
3569,"None",18.5,"Yes",7151.52855940671,3,0.18,85,0,5,0.8,14
3570,"None",10,"No",89823.3429079266,2,0.09,42,0,1,0.12,37
3571,"None",9.4,"No",86519.3878520208,2,0.07,85,1,4,0.32,36
3572,"Gluten-Free",8,"Yes",62752.3777525159,5,0.27,66,0,0,0.63,21
3573,"None",66.6,"Yes",89105.8726171085,3,0.21,63,0,2,0.24,45
3574,"Seafood Allergy",11.6,"Yes",88128.7664378228,7,0.28,53,0,6,0.32,2
3575,"None",1.3,"No",75208.6755189199,1,0.14,50,0,1,0.37,50
3576,"None",6.3,"Yes",99009.0370273079,3,0.19,54,0,1,0.45,45
3577,"Vegetarian",7.8,"Yes",78621.3072855973,4,0.24,66,1,1,0.42,47
3578,"None",4.7,"No",92046.3985862526,1,0.16,61,0,3,0.3,61
3579,"None",1.7,"No",64056.2344826255,2,0.04,35,0,2,0.86,4
3580,"None",20.3,"Yes",83373.2490244545,3,0.21,58,1,5,0.57,13
3581,"Vegetarian",12.9,"Yes",67329.1968100472,4,0.25,93,0,2,0.14,13
3582,"None",3.2,"Yes",21670.6692115448,3,0.17,56,0,2,0.42,2
3583,"None",71.8,"No",83956.8300817332,1,0.15,80,1,0,0.08,80
3584,"None",28.9,"Yes",91209.5987879438,3,0.2,81,1,3,0.42,27
3585,"Seafood Allergy",10,"Yes",71257.7253324382,7,0.28,36,1,3,0.42,15
3586,"None",6.3,"Yes",63449.4899513333,3,0.17,77,0,1,0.65,42
3587,"None",49.5,"No",77586.3382430686,1,0.12,70,1,6,0.3,70
3588,"None",19.6,"No",79041.5035548245,2,0.02,58,1,3,0.14,13
3589,"None",0.4,"No",76050.024844978,1,0.1,31,0,4,0.89,31
3590,"None",2.8,"Yes",79606.7958937669,3,0.2,78,1,1,0.93,10
3591,"No Dairy",8.8,"Yes",72634.3237336004,5,0.26,48,1,2,0.15,3
3592,"None",11.8,"No",87932.4775496288,1,0.15,53,1,0,0.71,53
3593,"None",31.6,"No",55617.0812535433,1,0.14,57,0,1,0.25,57
3594,"None",37.2,"No",63834.6740890713,2,0.09,54,0,1,0.87,3
3595,"None",8.5,"No",62169.8950782789,1,0.16,93,1,1,0.41,93
3596,"None",66.1,"No",43195.3503476904,1,0.15,52,0,2,0.39,52
3597,"None",21.1,"Yes",63425.9713029725,3,0.18,88,1,0,0.88,55
3598,"None",7.7,"No",73422.9506482836,2,0.08,75,0,1,0.38,47
3599,"None",9,"No",78277.310232148,2,0.07,49,0,1,0.04,34
3600,"None",12.2,"No",114763.523901744,1,0.11,47,0,0,0.45,47
3601,"Peanut Allergy",57.7,"Yes",58140.9355292638,4,0.23,61,1,2,0.9,25
3602,"None",223.7,"No",97852.5502859955,1,0.12,67,1,3,0.81,67
3603,"No Dairy",0.8,"Yes",79522.4543450986,5,0.26,60,1,0,0.18,9
3604,"None",12,"No",58341.5162426517,1,0.11,72,0,4,0.8,72
3605,"None",29,"No",77889.925833101,1,0.11,45,0,3,0.73,45
3606,"Vegetarian",0.7,"Yes",42970.5010021851,4,0.24,55,0,1,0.55,42
3607,"None",17.4,"No",49469.3998687632,2,0.05,37,0,3,0.58,32
3608,"None",0.7,"No",64774.4633945786,2,0.02,28,1,4,0.65,17
3609,"None",12.3,"No",57174.6810251074,2,0.05,65,0,3,0.73,38
3610,"None",14.8,"No",79807.9244929732,2,0.03,84,0,1,0.67,13
3611,"None",37.6,"No",105249.067428409,1,0.11,87,0,4,0.11,87
3612,"None",37.1,"Yes",61775.8228034069,3,0.21,71,0,3,0.96,26
3613,"None",21,"No",55888.1657446432,1,0.14,79,1,2,0.25,79
3614,"Gluten-Free",21.4,"Yes",84802.4587515272,6,0.27,78,0,3,0.45,41
3615,"None",140.2,"Yes",94687.7039466537,3,0.2,78,0,3,0.29,54
3616,"None",0.9,"No",51234.0900875522,1,0.1,38,1,3,0.35,38
3617,"None",84.9,"No",43309.3149232166,2,0.04,66,1,4,0.17,13
3618,"None",18.1,"No",97309.4372458518,1,0.14,71,0,4,0.54,71
3619,"Peanut Allergy",106.4,"Yes",50714.0402444306,4,0.24,30,0,2,0.49,25
3620,"None",50.8,"No",46613.2487653055,2,0.1,45,1,1,0.6,2
3621,"None",25.7,"No",79637.799198087,2,0.08,30,0,3,0.92,3
3622,"None",9.2,"No",64167.6403882315,1,0.12,35,0,0,0.62,35
3623,"None",26.9,"Yes",91913.0189143519,4,0.22,59,0,3,0.83,8
3624,"None",5.3,"Yes",59527.3578976905,3,0.19,27,1,0,0.54,7
3625,"None",9.5,"No",87673.5706061489,3,0.17,90,0,2,0.73,53
3626,"None",19.9,"No",87518.5894502607,1,0.15,84,0,3,0.26,84
3627,"None",47.1,"No",68002.4330282961,2,0.07,80,1,0,0.66,33
3628,"None",8.7,"No",55633.3596502486,2,0.05,74,1,2,0.26,14
3629,"None",29.1,"No",33368.101375555,2,0.1,71,0,2,0.48,49
3630,"None",24.5,"No",75026.7019669457,1,0.12,32,0,2,0.58,32
3631,"Peanut Allergy",15,"Yes",76869.0706603128,4,0.23,76,0,1,0.7,9
3632,"Vegetarian",14.6,"Yes",66329.5905565367,4,0.25,76,1,1,0.41,26
3633,"No Dairy",8.6,"Yes",84190.5831442107,5,0.26,29,1,1,0.1,13
3634,"Peanut Allergy",19.3,"Yes",72157.6479911124,4,0.24,64,1,3,0.69,13
3635,"Peanut Allergy",2.6,"Yes",79105.9099537326,4,0.24,47,0,4,0.99,6
3636,"None",1.1,"Yes",52071.8720212763,3,0.2,88,1,2,0.13,41
3637,"Peanut Allergy",9.8,"Yes",70486.0527226099,4,0.23,72,1,3,0.11,44
3638,"None",2.4,"No",53016.601662148,1,0.16,29,0,1,0.08,29
3639,"None",10.1,"Yes",72063.9612246549,3,0.21,64,0,1,0.61,19
3640,"None",36.4,"No",75113.3656485351,1,0.13,56,0,1,0.5,56
3641,"Gluten-Free",10.8,"Yes",81367.1410815843,6,0.27,91,1,2,0.41,47
3642,"None",4.3,"No",70265.3672625823,1,0.11,40,1,3,0.2,40
3643,"None",44.5,"No",101928.819736139,2,0.07,63,1,0,0.06,5
3644,"None",18,"No",56868.5376807258,2,0.09,33,1,0,0.3,13
3645,"Vegetarian",7.1,"Yes",69565.3357643632,4,0.24,73,0,2,0.53,11
3646,"Vegetarian",34.9,"Yes",66157.0842358357,4,0.24,62,0,2,0.31,7
3647,"None",0.8,"No",65873.9681300016,2,0.04,63,0,1,0.33,11
3648,"None",18.2,"Yes",102236.562680891,3,0.21,65,0,3,0.19,43
3649,"None",18.9,"No",52162.5031719714,2,0.04,43,0,3,0.91,43
3650,"No Dairy",31.5,"Yes",101236.891221957,5,0.26,48,0,1,0.62,43
3651,"Peanut Allergy",1.4,"Yes",64582.1890478688,4,0.24,68,0,2,0.84,12
3652,"Peanut Allergy",14.1,"Yes",73987.9781171957,4,0.24,85,1,1,0.12,19
3653,"None",0.4,"No",42848.5007851423,2,0.06,74,0,2,0.54,8
3654,"None",17.3,"No",80375.2590872727,1,0.11,74,1,0,0.08,74
3655,"No Dairy",4.4,"Yes",79646.3901637394,5,0.26,57,1,1,0.51,44
3656,"None",8.6,"No",67754.7721027925,2,0.06,78,0,2,0.62,51
3657,"None",7.6,"Yes",95287.6042837165,3,0.19,36,0,1,0.77,6
3658,"None",25.8,"Yes",88598.6447530895,3,0.21,41,0,1,0.5,27
3659,"Vegetarian",31.7,"Yes",98438.6936576881,4,0.25,72,0,6,0.12,14
3660,"None",19.4,"No",82331.7290038932,2,0.07,32,0,2,0.55,29
3661,"No Dairy",58.1,"Yes",118385.643442093,5,0.26,74,1,1,0.08,4
3662,"None",9.8,"No",114116.396322325,1,0.11,80,0,4,0.61,80
3663,"None",22.7,"No",129602.441027016,3,0.17,82,0,3,0.42,16
3664,"None",26.7,"No",69306.4180686657,2,0.05,85,0,0,0.72,35
3665,"None",1.7,"No",55629.9737277503,1,0.14,37,0,2,0.04,37
3666,"None",30.2,"Yes",33211.6023929417,3,0.21,29,0,3,0.27,11
3667,"None",18,"No",22827.4153223188,3,0.16,63,0,4,0.73,15
3668,"None",44.9,"Yes",57768.8995340443,3,0.21,63,0,0,0.64,26
3669,"None",20.1,"No",86198.9951830543,1,0.13,62,0,3,0.65,62
3670,"None",42.7,"No",71708.1944543836,1,0.13,50,0,2,0.45,50
3671,"None",7.5,"No",82548.8885312078,1,0.1,48,1,1,0.54,48
3672,"Vegetarian",4.8,"Yes",100264.655733846,4,0.25,78,1,4,0.64,1
3673,"None",17.2,"Yes",87933.9989620072,3,0.2,35,0,2,0.53,21
3674,"None",33.5,"No",70827.9582500156,2,0.03,85,1,2,0.61,29
3675,"No Dairy",24.4,"Yes",73312.8610472261,5,0.26,34,0,0,0.43,16
3676,"None",0.1,"No",71990.0060886096,2,0.08,60,0,0,0.13,28
3677,"No Dairy",3.9,"Yes",91761.4880783553,5,0.26,90,1,0,0.53,28
3678,"None",80.8,"No",66517.5917947748,2,0.09,45,0,1,0.45,36
3679,"None",11.5,"No",11705.9327651268,1,0.15,56,0,2,0.02,56
3680,"None",7.2,"No",89390.6813849188,2,0.07,73,0,1,0.08,29
3681,"None",3.6,"No",99303.7599994724,1,0.12,68,1,1,0.21,68
3682,"None",8.3,"No",124069.859762345,2,0.09,54,1,1,0.97,4
3683,"None",16.4,"No",72930.7981525373,2,0.02,67,1,1,0.74,26
3684,"None",20.6,"Yes",98505.3941515218,4,0.22,59,1,0,0.92,51
3685,"None",14.6,"No",44892.0206775735,2,0.03,33,0,0,0.58,13
3686,"Vegetarian",19.6,"Yes",100859.189915277,4,0.25,90,0,0,0.98,31
3687,"None",55.5,"No",83550.2949429616,2,0.04,77,0,2,0.39,16
3688,"None",23.4,"Yes",52323.0840598237,3,0.19,79,1,2,0.83,13
3689,"None",103.1,"No",71199.6146579378,2,0.03,68,0,2,0.63,37
3690,"None",37.5,"No",101126.317716321,2,0.09,92,0,2,0.06,44
3691,"None",2.8,"No",71419.2079764775,1,0.12,43,1,2,0.2,43
3692,"None",4,"Yes",99783.9806907156,4,0.23,53,1,3,0.15,14
3693,"None",6.6,"No",49891.4071161226,1,0.16,89,1,2,0.43,89
3694,"Peanut Allergy",6.1,"Yes",59038.8192158296,4,0.24,38,0,2,0.61,16
3695,"Vegetarian",5.7,"Yes",65118.4194726821,5,0.25,86,0,2,0.7,38
3696,"None",18.9,"Yes",74616.6520442828,4,0.22,63,0,3,0.49,36
3697,"None",4.5,"Yes",60949.1086387097,3,0.2,69,0,0,0.17,56
3698,"None",11.5,"No",105276.115256114,1,0.14,86,0,3,0.04,86
3699,"None",74.5,"No",76652.6406358666,1,0.12,82,0,0,0.71,82
3700,"Gluten-Free",23.9,"Yes",58180.9703381987,6,0.27,70,1,0,0.83,0
3701,"None",29.3,"No",86026.8563201727,1,0.16,28,0,0,0.84,28
3702,"None",29.5,"No",113949.577577297,1,0.13,85,0,4,0.38,85
3703,"Gluten-Free",4.7,"Yes",67217.8895720718,6,0.27,46,1,1,0.18,41
3704,"None",41.8,"No",78054.4304017534,2,0.08,85,1,3,0.1,36
3705,"None",58.3,"Yes",114159.210383994,3,0.19,30,0,4,0.89,20
3706,"None",18.3,"No",106787.381518044,2,0.04,62,0,2,0.89,13
3707,"Seafood Allergy",1.8,"Yes",92200.8899354141,7,0.28,50,0,3,0.43,8
3708,"None",4.9,"No",109665.102005936,1,0.13,32,0,1,0.86,32
3709,"None",3.2,"No",93406.1930549636,2,0.04,57,1,6,0.9,38
3710,"None",45.4,"No",97028.0576293293,2,0.04,48,0,3,0.14,12
3711,"None",4.1,"No",110577.527885377,2,0.04,34,0,3,0.83,11
3712,"None",0.5,"No",80974.2467003384,2,0.03,59,0,1,0.56,13
3713,"None",10.3,"No",65838.4896515567,2,0.03,54,0,0,0.63,33
3714,"None",45,"No",64736.8903744439,1,0.1,26,0,3,0.57,26
3715,"None",2.8,"No",44475.4352164804,2,0.06,88,0,1,0.49,11
3716,"None",27.3,"No",124120.178306765,2,0.08,60,1,5,0.42,16
3717,"None",12.3,"No",81154.0204867107,2,0.09,70,0,0,0.02,17
3718,"None",11.1,"No",130788.970113451,1,0.14,65,1,0,0.11,65
3719,"Gluten-Free",18.1,"Yes",63317.5918730383,6,0.27,56,1,3,0.75,49
3720,"None",13.7,"Yes",78141.8540623978,3,0.17,44,1,3,0.67,0
3721,"None",20.3,"Yes",121324.580807254,3,0.21,93,1,5,0.91,35
3722,"None",25.4,"No",49197.1190259175,1,0.11,83,1,3,0.16,83
3723,"Seafood Allergy",22.3,"Yes",76167.1193011973,8,0.28,36,0,5,0.2,26
3724,"None",9.4,"No",105616.214242845,1,0.13,42,0,0,0.17,42
3725,"None",21.6,"Yes",97324.2310011419,3,0.18,29,1,4,0.94,24
3726,"No Dairy",25.6,"Yes",111524.922575896,5,0.26,51,1,4,0.64,39
3727,"Gluten-Free",99.5,"Yes",91206.9825856042,6,0.27,91,0,2,0.33,43
3728,"None",3.5,"No",66380.2213089808,2,0.06,71,0,1,0.43,4
3729,"None",15.6,"No",75792.0664307317,2,0.05,29,0,3,0.93,24
3730,"None",19.3,"No",71574.1309851581,2,0.03,88,0,3,0.85,3
3731,"None",21.5,"No",39399.6065856432,1,0.15,42,0,1,0.25,42
3732,"None",16.9,"No",61635.3686517242,1,0.1,42,0,3,0.6,42
3733,"No Dairy",22.5,"Yes",60871.0734997204,5,0.26,48,0,2,0.94,3
3734,"None",12.9,"No",104453.623551788,2,0.05,39,0,1,0.29,30
3735,"No Dairy",20.5,"Yes",58750.97982676,5,0.26,81,0,3,0.88,48
3736,"Gluten-Free",7.7,"Yes",103656.1420106,6,0.27,42,1,2,0.98,37
3737,"None",14.1,"No",89394.4020318163,1,0.12,69,1,4,0.06,69
3738,"Peanut Allergy",10.2,"Yes",92998.7195791772,4,0.23,59,0,5,0.98,18
3739,"None",42,"No",69806.0869238006,2,0.04,93,0,2,0.33,6
3740,"None",23.3,"Yes",99230.6256003723,3,0.19,57,0,5,0.42,12
3741,"Vegetarian",6.8,"Yes",66139.0242554654,4,0.24,49,0,0,0.18,47
3742,"None",28.7,"No",46462.5238126394,1,0.16,52,0,2,0.29,52
3743,"No Dairy",17.3,"Yes",78068.1535723443,5,0.26,62,0,1,0.77,27
3744,"None",1.8,"No",61317.0956616206,1,0.13,74,1,3,0.5,74
3745,"Peanut Allergy",2.9,"Yes",90012.9157128246,4,0.24,33,0,1,0.49,1
3746,"None",9,"No",89103.2450921509,1,0.11,69,0,1,0.69,69
3747,"None",18,"No",77690.8002150187,2,0.04,86,1,2,0.18,18
3748,"No Dairy",4.1,"Yes",120375.468806872,5,0.26,65,1,1,0.66,54
3749,"None",11.8,"Yes",110351.473951318,3,0.21,49,1,3,0.73,21
