"recipient","pic_seen","site_duration","spend","register"
1516,"Ironman",23.2,17.7,0
1517,"Spiderman",21.51,14.8,1
1518,"Ironman",20.4,16.7,0
1519,"Captain America",11.2,17.72,1
1520,"Ironman",22.9,17,1
1521,"Spiderman",21.71,12.9,0
1522,"Ironman",23.1,16.3,0
1523,"Spiderman",22.01,15.6,0
1524,"Ironman",24.7,17.2,0
1525,"Ironman",20.6,15.9,1
1526,"Spiderman",20.81,15.9,0
1527,"Captain America",11.2,18.52,1
1528,"Ironman",21.8,16.6,1
1529,"Captain America",11.8,24.42,1
1530,"Captain America",10.6,20.42,0
1531,"Spiderman",25.61,12.1,1
1532,"Ironman",20.9,14.3,1
1533,"Ironman",22.8,17.1,0
1534,"Spiderman",29.01,17.8,1
1535,"Ironman",21.6,16.9,0
1536,"Ironman",20.1,16.3,1
1537,"Spiderman",26.41,10.9,0
1538,"Captain America",11.3,16.52,0
1539,"Ironman",26.8,17.5,0
1540,"Spiderman",26.11,14.1,0
1541,"Ironman",20.8,15.4,0
1542,"Ironman",20.7,17.5,1
1543,"Ironman",20,17.2,0
1544,"Captain America",11.3,19.62,0
1545,"Spiderman",30.81,15.8,0
1546,"Spiderman",23.31,13.1,0
1547,"Captain America",11.3,20.12,1
1548,"Spiderman",24.01,10.8,0
1549,"Spiderman",22.01,14.8,1
1550,"Spiderman",30.11,15.9,0
1551,"Captain America",11.2,21.12,0
1552,"Spiderman",26.31,14.3,0
1553,"Spiderman",27.51,14.9,0
1554,"Captain America",10.7,18.12,0
1555,"Captain America",12.3,16.92,0
1556,"Ironman",23.2,17.5,0
1557,"Captain America",11.2,17.22,0
1558,"Ironman",25.2,15.4,1
1559,"Spiderman",25.51,14,0
1560,"Captain America",10.3,22.42,1
1561,"Captain America",10.2,12.12,0
1562,"Spiderman",22.61,11.1,0
1563,"Ironman",20.1,16,0
1564,"Spiderman",18.91,15.4,0
1565,"Spiderman",24.41,14,0
1566,"Captain America",11.2,20.02,0
1567,"Spiderman",26.31,9.8,0
1568,"Captain America",9.9,18.12,0
1569,"Captain America",11.5,16.42,1
1570,"Spiderman",23.01,12.2,0
1571,"Ironman",20.7,15.8,0
1572,"Captain America",10.9,17.12,1
1573,"Ironman",24.9,17.1,1
1574,"Ironman",25.5,16.4,1
1575,"Spiderman",21.61,10.4,1
1576,"Captain America",11.2,22.82,0
1577,"Spiderman",21.31,14.3,1
1578,"Ironman",23.1,16.9,0
1579,"Ironman",23.4,16.7,0
1580,"Captain America",11.3,18.32,0
1581,"Captain America",11.5,15.62,1
1582,"Captain America",10.5,17.62,0
1583,"Ironman",23.6,16.9,0
1584,"Captain America",10.4,19.92,1
1585,"Ironman",21.2,17.1,1
1586,"Spiderman",23.51,16.3,0
1587,"Spiderman",24.21,13.9,1
1588,"Captain America",10.6,16.92,1
1589,"Spiderman",28.31,14.3,0
1590,"Spiderman",28.41,13.5,1
1591,"Captain America",11.1,22.22,1
1592,"Captain America",11.3,20.02,1
1593,"Ironman",25.9,17.8,1
1594,"Captain America",11.9,19.32,0
1595,"Ironman",20.9,16.5,0
1596,"Captain America",11.1,25.02,1
1597,"Spiderman",23.51,13,1
1598,"Ironman",23.4,16.7,0
1599,"Ironman",25,15.8,0
1600,"Ironman",20.8,17.7,1
1601,"Ironman",23.6,18.1,1
1602,"Captain America",10.8,16.22,0
1603,"Spiderman",27.71,14.4,1
1604,"Captain America",10.7,17.52,0
1605,"Ironman",24,17.2,0
1606,"Spiderman",18.71,17.5,0
1607,"Spiderman",23.91,12.7,0
1608,"Captain America",10.6,25.02,0
1609,"Captain America",11,20.02,0
1610,"Ironman",23.4,18,1
1611,"Captain America",11,19.72,1
1612,"Spiderman",24.01,14.6,0
1613,"Captain America",10.7,16.82,0
1614,"Ironman",22,17.1,1
1615,"Spiderman",19.81,14.4,1
1616,"Spiderman",27.51,13.7,1
1617,"Captain America",10.9,16.72,0
1618,"Ironman",24.5,17.1,0
1619,"Captain America",10.4,16.42,0
1620,"Captain America",10.2,16.12,1
1621,"Captain America",11.3,18.12,0
1622,"Captain America",11.4,17.22,1
1623,"Spiderman",22.71,15.9,0
1624,"Spiderman",26.61,16,0
1625,"Spiderman",30.31,12.4,0
1626,"Spiderman",17.61,12.5,0
1627,"Spiderman",29.61,9.3,1
1628,"Spiderman",25.31,14.8,1
1629,"Ironman",23.2,17,1
1630,"Captain America",11.4,21.62,0
1631,"Captain America",10.6,16.92,1
1632,"Spiderman",25.21,12.7,0
1633,"Spiderman",15.01,14.5,0
1634,"Spiderman",21.11,15.7,0
1635,"Captain America",10.5,25.22,0
1636,"Ironman",23.2,15.4,0
1637,"Ironman",20.2,16.7,0
1638,"Spiderman",27.91,14.5,0
1639,"Spiderman",27.61,8.8,0
1640,"Ironman",18.1,15.9,0
1641,"Ironman",21.6,17.2,1
1642,"Ironman",27.6,17.2,0
1643,"Spiderman",18.61,13.6,1
1644,"Spiderman",23.81,15.7,0
1645,"Spiderman",18.01,10.8,1
1646,"Captain America",10.8,17.02,1
1647,"Ironman",21.2,16.4,1
1648,"Spiderman",27.41,12.9,0
1649,"Spiderman",22.31,15.4,0
1650,"Captain America",10.2,15.32,0
1651,"Ironman",22.8,16.9,0
1652,"Spiderman",17.21,16.4,0
1653,"Spiderman",22.81,11.3,0
1654,"Captain America",10.4,17.72,0
1655,"Spiderman",23.91,14.1,0
1656,"Spiderman",31.81,13.2,1
1657,"Captain America",10.5,20.82,0
1658,"Spiderman",20.51,12.9,0
1659,"Captain America",11.1,20.52,0
1660,"Spiderman",22.41,14,0
1661,"Captain America",10.9,20.32,0
1662,"Spiderman",26.31,15.9,0
1663,"Spiderman",19.91,16.3,0
1664,"Spiderman",25.61,13.3,1
1665,"Spiderman",30.11,14.3,0
1666,"Ironman",23,16.9,0
1667,"Captain America",10.8,17.92,0
1668,"Captain America",10.7,19.02,1
1669,"Spiderman",20.61,15.8,0
1670,"Spiderman",22.81,16.4,0
1671,"Spiderman",19.31,13.6,0
1672,"Captain America",11.6,18.92,1
1673,"Spiderman",27.01,12.4,0
1674,"Captain America",10.9,16.42,1
1675,"Ironman",22.7,16.5,1
1676,"Captain America",11.8,17.42,1
1677,"Captain America",10.7,17.42,0
1678,"Captain America",10.7,15.92,0
1679,"Captain America",10.9,19.62,0
1680,"Captain America",10.5,22.42,0
1681,"Ironman",26,17.3,1
1682,"Ironman",23.8,16.7,0
1683,"Ironman",20.4,18.1,0
1684,"Captain America",11.7,20.22,0
1685,"Spiderman",24.41,15.5,0
1686,"Spiderman",32.61,14.2,0
1687,"Ironman",23.4,17.2,0
1688,"Spiderman",24.71,13.6,0
1689,"Spiderman",24.91,13.4,0
1690,"Ironman",21.7,16.3,0
1691,"Captain America",10.4,20.02,0
1692,"Captain America",11,21.62,0
1693,"Spiderman",28.21,15.8,0
1694,"Captain America",10.8,20.42,0
1695,"Ironman",20.9,16.2,0
1696,"Ironman",20.8,16.6,1
1697,"Spiderman",19.91,15.1,0
1698,"Spiderman",28.21,17.7,1
1699,"Spiderman",21.81,16.4,0
1700,"Spiderman",25.81,13.3,0
1701,"Captain America",10.4,21.12,0
1702,"Captain America",10.7,18.22,1
1703,"Captain America",10.7,17.72,0
1704,"Ironman",21.8,16.6,0
1705,"Captain America",10.2,18.82,1
1706,"Captain America",10.7,19.32,0
1707,"Spiderman",21.21,16,0
1708,"Spiderman",19.11,11.7,0
1709,"Captain America",12,15.92,0
1710,"Captain America",11.1,20.22,0
1711,"Ironman",27.5,16.9,0
1712,"Captain America",11.7,20.72,0
1713,"Ironman",22.1,16,1
1714,"Ironman",27.1,15.6,1
1715,"Captain America",10.3,19.22,0
1716,"Ironman",23.3,14.6,1
1717,"Spiderman",23.01,16.8,0
1718,"Spiderman",30.41,15.3,1
1719,"Spiderman",28.01,14.4,0
1720,"Spiderman",20.81,13.5,0
1721,"Spiderman",23.91,15.8,0
1722,"Captain America",11.4,17.42,1
1723,"Captain America",10.6,16.82,0
1724,"Ironman",22.6,15.3,1
1725,"Spiderman",18.81,16.1,0
1726,"Spiderman",31.51,14.6,0
1727,"Spiderman",25.41,16.1,0
1728,"Ironman",22.9,17.4,0
1729,"Captain America",11.2,21.02,0
1730,"Spiderman",25.81,13.9,1
1731,"Captain America",11,17.02,0
1732,"Captain America",10.5,25.52,1
1733,"Spiderman",19.01,16.6,1
1734,"Captain America",10.9,18.52,0
1735,"Ironman",24.3,15.6,0
1736,"Ironman",23.8,16,0
1737,"Spiderman",24.31,13.9,0
1738,"Spiderman",29.71,15.1,1
1739,"Spiderman",19.31,14.2,1
1740,"Captain America",11.2,20.52,0
1741,"Captain America",10.6,18.12,0
1742,"Captain America",11.3,19.82,1
1743,"Ironman",23.9,15.2,1
1744,"Ironman",24.5,15.4,0
1745,"Ironman",22.7,17.9,1
1746,"Spiderman",23.91,16.1,1
1747,"Ironman",19.9,16.6,0
1748,"Ironman",19.5,16.5,1
1749,"Ironman",21,17.2,1
1750,"Spiderman",28.11,14.1,1
1751,"Captain America",11.7,17.02,0
1752,"Ironman",25.9,16.4,0
1753,"Ironman",24.8,17.5,0
1754,"Ironman",25.6,18.3,1
1755,"Spiderman",18.31,13.2,1
1756,"Captain America",10.5,18.92,1
1757,"Ironman",25.5,17.7,0
1758,"Ironman",23,16,1
1759,"Captain America",10.5,14.82,0
1760,"Captain America",11.2,21.22,0
1761,"Spiderman",23.51,15.8,0
1762,"Spiderman",24.31,13.4,1
1763,"Captain America",10.5,19.52,1
1764,"Captain America",11.2,17.82,1
1765,"Spiderman",27.21,11.1,0
1766,"Ironman",24,17.2,1
1767,"Ironman",27,16.2,0
1768,"Captain America",10,15.82,1
1769,"Ironman",24.4,14.8,0
1770,"Ironman",23.3,16.6,1
1771,"Captain America",11.3,21.12,0
1772,"Spiderman",20.51,15.7,0
1773,"Spiderman",23.61,16.5,0
1774,"Spiderman",23.31,12.2,0
1775,"Ironman",23.9,15.7,0
1776,"Spiderman",23.11,16.6,0
1777,"Spiderman",25.61,16,1
1778,"Captain America",11.6,13.72,0
1779,"Captain America",11.6,17.22,0
1780,"Ironman",24.5,16.1,1
1781,"Spiderman",27.71,13.2,1
1782,"Ironman",23.9,16.7,1
1783,"Captain America",11,19.12,0
1784,"Ironman",20.7,18.3,1
1785,"Spiderman",25.51,13.5,1
1786,"Spiderman",24.31,15.6,0
1787,"Captain America",11.1,18.12,1
1788,"Captain America",11.2,19.92,0
1789,"Ironman",18.7,15.9,1
1790,"Spiderman",27.21,12.8,1
1791,"Ironman",23,17.5,1
1792,"Ironman",19.7,16.4,1
1793,"Ironman",21.3,17.5,0
1794,"Captain America",11,18.62,0
1795,"Captain America",11.1,17.02,1
1796,"Ironman",20.5,16.8,1
1797,"Captain America",11.2,19.02,1
1798,"Captain America",11.2,19.42,0
1799,"Captain America",10.3,21.32,0
1800,"Ironman",24.7,17.9,0
1801,"Captain America",10.6,18.32,0
1802,"Captain America",11.3,14.92,0
1803,"Spiderman",21.31,13.6,0
1804,"Ironman",24.8,17.4,0
1805,"Captain America",11.3,15.62,1
1806,"Spiderman",27.11,12.8,0
1807,"Ironman",19.1,16.8,0
1808,"Ironman",20.7,16.8,0
1809,"Ironman",22.3,15,0
1810,"Ironman",23.5,16.8,0
1811,"Captain America",11.6,17.12,0
1812,"Spiderman",35.71,16.1,0
1813,"Ironman",18.5,17.2,0
1814,"Spiderman",25.51,15.4,0
1815,"Ironman",22.3,17.6,1
1816,"Spiderman",27.21,15.2,0
1817,"Captain America",11.1,17.72,0
1818,"Spiderman",16.91,14.1,1
1819,"Captain America",11.9,20.12,1
1820,"Ironman",20.1,15.6,1
1821,"Ironman",22.6,17.3,0
1822,"Captain America",10.3,15.62,0
1823,"Captain America",11.1,20.12,0
1824,"Ironman",17.1,17.9,0
1825,"Captain America",11.1,17.92,1
1826,"Spiderman",24.51,15.5,0
1827,"Ironman",19.5,15,0
1828,"Captain America",10.4,16.52,0
1829,"Captain America",11,21.62,0
1830,"Captain America",11,20.72,0
1831,"Ironman",22.4,16.9,1
1832,"Captain America",10.8,20.92,0
1833,"Captain America",12,19.32,0
1834,"Spiderman",24.61,14.5,0
1835,"Captain America",11.6,15.82,1
1836,"Spiderman",21.31,13.7,1
1837,"Ironman",27.1,16.2,0
1838,"Spiderman",20.11,13.8,0
1839,"Spiderman",21.81,10.7,1
1840,"Ironman",22,18.4,0
1841,"Spiderman",28.31,15.8,1
1842,"Spiderman",26.41,14,1
1843,"Captain America",11.1,15.32,0
1844,"Captain America",10.3,19.02,0
1845,"Ironman",21.6,17.1,1
1846,"Ironman",22,17.7,0
1847,"Ironman",23.8,16.6,1
1848,"Captain America",12.1,17.12,0
1849,"Ironman",22.2,16.4,0
1850,"Spiderman",30.91,12.7,0
1851,"Ironman",22.4,16.8,0
1852,"Captain America",11.2,13.02,0
1853,"Spiderman",28.81,12.1,1
1854,"Ironman",28.1,17.5,1
1855,"Captain America",10.5,18.32,0
1856,"Spiderman",17.51,13.2,0
1857,"Ironman",23.5,16.2,0
1858,"Ironman",21.9,16.4,1
1859,"Captain America",11,18.72,0
1860,"Captain America",12,20.82,0
1861,"Captain America",10.5,20.62,0
1862,"Spiderman",31.81,16.3,0
1863,"Captain America",10.8,17.12,0
1864,"Spiderman",26.11,12.4,0
1865,"Captain America",10.6,17.02,1
1866,"Ironman",19.9,16.7,0
1867,"Ironman",20.6,16,0
1868,"Spiderman",26.81,15.3,0
1869,"Spiderman",24.31,10.8,0
1870,"Ironman",24.9,17.2,1
1871,"Spiderman",21.21,13.3,1
1872,"Captain America",11,18.92,0
1873,"Captain America",10.7,19.72,1
1874,"Spiderman",33.01,12.2,0
1875,"Captain America",11.9,21.32,0
1876,"Ironman",24.9,17.6,1
1877,"Captain America",11.6,19.32,1
1878,"Spiderman",25.11,14.7,1
1879,"Captain America",11.5,20.52,1
1880,"Ironman",24.9,17.4,0
1881,"Captain America",11,17.22,0
1882,"Captain America",11.6,20.12,0
1883,"Spiderman",27.11,11.4,0
1884,"Spiderman",25.51,12.9,0
1885,"Spiderman",21.01,13.1,0
1886,"Ironman",19.7,16.2,1
1887,"Spiderman",26.71,13.7,1
1888,"Captain America",11.5,21.32,0
1889,"Spiderman",25.51,11.6,1
1890,"Ironman",26.7,16.8,1
1891,"Ironman",28.3,19.2,1
1892,"Captain America",11,23.42,1
1893,"Captain America",11.3,21.02,0
1894,"Captain America",10.2,21.42,0
1895,"Captain America",11.4,18.22,0
1896,"Ironman",22.5,16.2,1
1897,"Spiderman",28.61,14.9,0
1898,"Ironman",19.7,16.1,1
1899,"Ironman",22.8,16.6,0
1900,"Captain America",10.2,17.22,1
1901,"Captain America",11.1,16.52,0
1902,"Captain America",11.2,13.72,0
1903,"Ironman",22.9,17,1
1904,"Captain America",11.9,20.92,0
1905,"Captain America",11,18.82,1
1906,"Captain America",11.1,19.72,0
1907,"Ironman",22,17.7,1
1908,"Ironman",22.3,16.8,0
1909,"Captain America",10.5,22.42,1
1910,"Spiderman",22.31,15.9,1
1911,"Spiderman",27.91,11.9,0
1912,"Spiderman",18.41,15.5,0
1913,"Captain America",11.4,20.82,1
1914,"Spiderman",24.91,12.8,0
1915,"Spiderman",17.01,13.3,0
1916,"Ironman",26,16.3,1
1917,"Spiderman",24.41,15.4,0
1918,"Ironman",21.8,17,0
1919,"Ironman",22.9,15.9,1
1920,"Spiderman",24.31,12.2,0
1921,"Spiderman",26.61,12.8,0
1922,"Ironman",22.4,15.6,0
1923,"Ironman",23.9,17.2,0
1924,"Ironman",20.8,17.8,1
1925,"Captain America",10.6,19.62,0
1926,"Ironman",21.5,17.5,0
1927,"Spiderman",21.51,17.1,0
1928,"Ironman",21.4,16.8,1
1929,"Ironman",23.9,16.9,1
1930,"Spiderman",21.61,15.1,0
1931,"Captain America",11.2,19.82,0
1932,"Captain America",10.5,18.02,0
1933,"Captain America",11.1,16.52,0
1934,"Captain America",10,19.82,0
1935,"Spiderman",29.21,13.1,0
1936,"Spiderman",21.11,15.3,1
1937,"Ironman",24.1,17.1,1
1938,"Ironman",21.8,16.9,0
1939,"Spiderman",22.81,15.4,0
1940,"Captain America",11.7,19.02,1
1941,"Ironman",23.2,16.5,1
1942,"Ironman",24.8,16.8,0
1943,"Spiderman",27.41,15.2,1
1944,"Captain America",12.2,17.62,0
1945,"Spiderman",21.31,13,0
1946,"Spiderman",21.21,15.5,1
1947,"Ironman",20.8,16.6,1
1948,"Ironman",21.3,17.6,1
1949,"Ironman",24.7,15.8,0
1950,"Spiderman",22.01,15,1
1951,"Spiderman",29.81,18.5,1
1952,"Ironman",24.4,15.3,0
1953,"Spiderman",24.61,15.3,1
1954,"Spiderman",18.51,13.9,0
1955,"Spiderman",29.81,13.8,0
1956,"Spiderman",27.81,16,0
1957,"Captain America",11.8,20.12,1
1958,"Captain America",10.8,17.52,0
1959,"Spiderman",30.61,14.7,0
1960,"Captain America",10.3,18.82,0
1961,"Ironman",20,16,1
1962,"Ironman",24.7,17.2,0
1963,"Spiderman",24.01,12.2,1
1964,"Captain America",10.8,19.92,1
1965,"Captain America",11.6,18.62,0
1966,"Ironman",29.9,16.9,0
1967,"Captain America",11,18.92,1
1968,"Captain America",11.4,17.92,0
1969,"Ironman",21,17.2,0
1970,"Ironman",25.4,17.5,0
1971,"Ironman",26,17.5,1
1972,"Captain America",11.3,19.52,0
1973,"Captain America",10.3,18.32,0
1974,"Ironman",23.2,15.5,0
1975,"Captain America",10.3,17.52,1
1976,"Spiderman",17.31,19.1,0
1977,"Captain America",11.8,22.02,0
1978,"Ironman",25.4,16.3,1
1979,"Ironman",22.2,17.3,0
1980,"Ironman",22.1,15,0
1981,"Spiderman",23.31,15.2,0
1982,"Spiderman",18.91,13.4,0
1983,"Ironman",19.5,15.7,0
1984,"Ironman",22.4,17.2,1
1985,"Captain America",10.8,18.02,1
1986,"Spiderman",21.61,10,1
1987,"Ironman",23.3,16.4,0
1988,"Captain America",10.6,21.12,1
1989,"Spiderman",20.71,11.7,0
1990,"Spiderman",28.01,15.9,0
1991,"Spiderman",24.31,17.5,0
1992,"Captain America",11.2,18.42,0
1993,"Spiderman",31.01,16.4,0
1994,"Captain America",11.3,21.82,0
1995,"Captain America",11.4,17.92,0
1996,"Spiderman",22.51,14.2,1
1997,"Spiderman",31.31,12.2,0
1998,"Captain America",10.6,20.72,0
1999,"Spiderman",23.61,14.7,1
2000,"Captain America",11.2,21.72,1
2001,"Captain America",10.9,16.42,1
2002,"Spiderman",23.01,13.4,0
2003,"Captain America",10.6,20.82,1
2004,"Spiderman",27.11,10.8,0
2005,"Spiderman",24.91,12.8,0
2006,"Spiderman",17.51,15.1,0
2007,"Captain America",10.8,17.42,1
2008,"Ironman",24.7,17.2,1
2009,"Spiderman",32.21,14.2,0
2010,"Ironman",21.2,16.6,1
2011,"Spiderman",30.01,9.1,0
2012,"Spiderman",20.01,13,0
2013,"Spiderman",21.71,15.6,1
2014,"Spiderman",19.41,17.9,0
2015,"Spiderman",27.31,9.4,0
2016,"Captain America",10.6,16.32,0
2017,"Ironman",19.9,15.9,0
2018,"Captain America",10.5,12.92,1
2019,"Captain America",11.9,19.72,0
2020,"Spiderman",21.61,16.2,1
2021,"Captain America",11.6,16.32,0
2022,"Captain America",10.7,19.92,0
2023,"Ironman",23.6,16.7,0
2024,"Captain America",10.4,18.52,0
2025,"Ironman",23.5,17.4,0
2026,"Ironman",22.8,16.5,0
2027,"Captain America",11.6,18.12,0
2028,"Captain America",10.9,19.42,1
2029,"Spiderman",26.11,14.1,1
2030,"Spiderman",26.61,9.5,0
2031,"Captain America",11.6,21.82,0
2032,"Captain America",11,18.02,0
2033,"Ironman",20.3,17,0
2034,"Spiderman",25.41,11.5,0
2035,"Spiderman",35.21,13,0
2036,"Ironman",20.3,17,1
2037,"Captain America",11.4,18.62,0
2038,"Ironman",21.7,17.3,1
2039,"Captain America",12,17.72,0
2040,"Captain America",10.7,16.12,1
2041,"Captain America",11.5,14.02,0
2042,"Captain America",11.4,16.82,0
2043,"Spiderman",29.81,12.8,1
2044,"Captain America",11,23.72,1
2045,"Spiderman",26.51,18,0
2046,"Captain America",10.5,21.12,0
2047,"Ironman",25.1,17.3,0
2048,"Captain America",11.1,17.72,1
2049,"Ironman",26,15.2,0
2050,"Spiderman",32.31,11.5,0
2051,"Captain America",11.4,17.82,1
2052,"Spiderman",22.01,12.3,1
2053,"Captain America",11.6,19.52,1
2054,"Ironman",23,16.1,0
2055,"Captain America",10.6,16.02,0
2056,"Captain America",11.5,17.72,0
2057,"Ironman",23.3,15.1,0
2058,"Spiderman",20.61,12.4,0
2059,"Captain America",10.5,17.92,0
2060,"Spiderman",24.51,15.8,0
2061,"Captain America",11.1,16.62,0
2062,"Captain America",10.9,12.72,1
2063,"Captain America",11.4,22.12,0
2064,"Captain America",10.5,17.92,0
2065,"Captain America",10.6,17.92,1
2066,"Ironman",26.2,18.2,0
2067,"Captain America",11,23.92,0
2068,"Ironman",22.3,17,1
2069,"Spiderman",23.61,11.6,1
2070,"Ironman",29.1,19,0
2071,"Captain America",11.3,17.12,0
2072,"Spiderman",28.11,10.6,0
2073,"Captain America",10.7,22.52,0
2074,"Spiderman",18.91,18.1,0
2075,"Ironman",22.5,17.8,0
2076,"Spiderman",23.01,14.1,0
2077,"Captain America",11.1,16.22,1
2078,"Spiderman",27.51,16.2,0
2079,"Spiderman",24.81,18.5,0
2080,"Captain America",10.3,17.62,1
2081,"Ironman",24,16.8,1
2082,"Spiderman",20.81,15.2,0
2083,"Spiderman",28.61,15.1,0
2084,"Ironman",24.3,17.4,0
2085,"Ironman",21.7,15.1,0
2086,"Ironman",20,16.5,1
2087,"Captain America",10.5,20.52,1
2088,"Ironman",20.3,17.5,0
2089,"Ironman",24.1,16.4,0
2090,"Ironman",22.9,16,1
2091,"Spiderman",28.31,11.7,0
2092,"Ironman",23,16.6,1
2093,"Captain America",10.9,18.32,1
2094,"Captain America",10.4,16.32,0
2095,"Captain America",10.7,19.52,1
2096,"Spiderman",24.61,13.4,0
2097,"Spiderman",25.31,15.5,0
2098,"Ironman",23,17.1,0
2099,"Captain America",10.6,17.62,1
2100,"Captain America",11.7,17.22,1
2101,"Captain America",11,22.92,0
2102,"Ironman",20,17.9,0
2103,"Ironman",27.1,16.2,0
2104,"Ironman",24,17.4,1
2105,"Spiderman",17.81,13.4,0
2106,"Ironman",22,17.9,0
2107,"Ironman",25.6,16.8,0
2108,"Spiderman",25.71,17.2,0
2109,"Ironman",22.9,17,0
2110,"Ironman",22.7,17.6,0
2111,"Spiderman",28.01,11.4,1
2112,"Captain America",11.1,20.72,0
2113,"Ironman",19.4,17.9,0
2114,"Spiderman",25.51,11.6,0
2115,"Ironman",20.2,16.4,0
2116,"Captain America",11.6,20.52,1
2117,"Ironman",24.3,18.5,0
2118,"Ironman",21.6,17.3,1
2119,"Spiderman",23.21,15.2,0
2120,"Ironman",24,16.9,1
2121,"Spiderman",21.61,11.6,0
2122,"Captain America",9.5,17.12,0
2123,"Ironman",24.2,15.6,0
2124,"Spiderman",21.21,8,0
2125,"Spiderman",29.51,13.7,0
2126,"Captain America",11.2,21.42,0
2127,"Ironman",21.9,17.4,1
2128,"Captain America",10.5,18.52,1
2129,"Spiderman",30.41,12.1,0
2130,"Ironman",24.5,18.2,0
2131,"Ironman",21.6,17.2,0
2132,"Captain America",11.2,24.52,0
2133,"Ironman",23.7,16.6,1
2134,"Spiderman",17.01,13.6,1
2135,"Spiderman",28.61,17.3,1
2136,"Spiderman",23.01,13.9,1
2137,"Spiderman",26.51,13.6,0
2138,"Ironman",21.7,17.2,0
2139,"Captain America",11.4,23.12,0
2140,"Spiderman",22.61,12.5,1
2141,"Ironman",21.9,18.1,0
2142,"Ironman",24.3,17.2,1
2143,"Spiderman",15.61,16.2,1
2144,"Captain America",11.2,21.02,0
2145,"Ironman",26.6,19,0
2146,"Spiderman",27.51,14.6,0
2147,"Spiderman",17.71,10.3,1
2148,"Spiderman",35.31,15.2,0
2149,"Spiderman",24.41,17.3,0
2150,"Spiderman",24.61,17.8,1
2151,"Spiderman",17.11,16.6,0
2152,"Captain America",10.7,21.62,0
2153,"Spiderman",22.11,16.6,1
2154,"Captain America",11.7,18.42,1
2155,"Spiderman",13.31,16.2,1
2156,"Spiderman",33.01,13.7,0
2157,"Captain America",11,16.52,1
2158,"Spiderman",21.91,10.2,0
2159,"Captain America",10.6,16.72,0
2160,"Captain America",10.7,17.72,1
2161,"Spiderman",27.61,10.7,1
2162,"Captain America",10.1,14.92,0
2163,"Captain America",10.6,15.72,0
2164,"Captain America",11.2,14.72,0
2165,"Spiderman",24.81,16.5,1
2166,"Captain America",10.9,15.52,1
2167,"Captain America",9.8,18.02,1
2168,"Spiderman",24.01,12.2,1
2169,"Ironman",24.4,15,0
2170,"Captain America",10.1,19.42,0
2171,"Captain America",11.6,16.02,1
2172,"Spiderman",18.21,15.2,0
2173,"Spiderman",20.01,11.4,0
2174,"Spiderman",22.41,12.9,1
2175,"Spiderman",20.61,13.2,1
2176,"Captain America",10.6,20.42,0
2177,"Captain America",10.8,21.02,1
2178,"Captain America",11,21.12,0
2179,"Captain America",10.6,15.32,0
2180,"Captain America",11.2,18.92,0
2181,"Ironman",25.3,17.5,0
2182,"Ironman",21.2,16.7,0
2183,"Ironman",22.1,16.4,0
2184,"Captain America",11.6,17.42,0
2185,"Spiderman",26.91,12,0
2186,"Captain America",10.4,16.92,0
2187,"Captain America",11,20.42,1
2188,"Ironman",19.9,16.2,0
2189,"Captain America",10,15.52,0
2190,"Captain America",10.5,16.42,1
2191,"Captain America",10.2,19.22,1
2192,"Ironman",23.3,17.4,1
2193,"Spiderman",24.61,13.2,0
2194,"Captain America",11.8,22.52,0
2195,"Spiderman",21.11,12.2,0
2196,"Captain America",9.9,19.62,1
2197,"Spiderman",29.91,14,0
2198,"Captain America",10.2,17.92,0
2199,"Ironman",22.4,17.1,0
2200,"Ironman",22.5,16,1
2201,"Spiderman",25.51,13.3,1
2202,"Ironman",25.6,17.4,1
2203,"Ironman",21.5,17.4,1
2204,"Captain America",10.2,18.52,0
2205,"Captain America",10.3,14.42,0
2206,"Captain America",12,18.22,0
2207,"Captain America",11.1,19.92,0
2208,"Spiderman",23.61,17.2,0
2209,"Spiderman",27.81,15.8,0
2210,"Captain America",10.4,17.32,0
2211,"Ironman",21.6,17.7,0
2212,"Spiderman",21.51,15.5,0
2213,"Ironman",21.5,16.6,0
2214,"Ironman",21.1,17,1
2215,"Spiderman",22.21,13.9,1
2216,"Spiderman",22.91,11.6,1
2217,"Captain America",10.4,16.72,0
2218,"Captain America",10.3,25.12,0
2219,"Captain America",10.7,19.92,0
2220,"Ironman",24,16.4,0
2221,"Ironman",23.3,16.3,1
2222,"Spiderman",18.71,11.9,0
2223,"Captain America",11.7,16.72,0
2224,"Ironman",22.7,16.5,0
2225,"Spiderman",30.31,14.9,0
2226,"Captain America",10.6,18.02,0
2227,"Spiderman",20.01,11,0
2228,"Captain America",11.6,21.12,1
2229,"Ironman",22,17.2,0
2230,"Spiderman",24.61,14.5,1
2231,"Spiderman",24.41,15.4,0
2232,"Ironman",26.8,16.5,0
2233,"Ironman",21.2,17.4,0
2234,"Captain America",10.4,22.22,0
2235,"Ironman",23.6,17,0
2236,"Spiderman",27.21,13.2,0
2237,"Spiderman",16.41,15.9,0
2238,"Ironman",23.3,14.9,1
2239,"Captain America",10.7,16.62,0
2240,"Spiderman",26.21,12.8,0
2241,"Spiderman",27.81,12.2,0
2242,"Captain America",11,19.92,1
2243,"Ironman",24.1,17.3,0
2244,"Ironman",20.6,17.4,1
2245,"Spiderman",30.71,12.9,0
2246,"Ironman",21.7,17.2,0
2247,"Captain America",10.3,18.82,0
2248,"Ironman",21.6,17.4,1
